10000
56131
0 607 0.6191143293553224
0 743 1.128518837752733
0 777 2.257048838865314
0 1088 2.0533245524224344
0 1307 2.031737860616761
0 1411 1.742016609984337
0 2896 4.990525753561946
0 5257 0.17026312780221156
0 6662 0.08496079979848374
0 8290 2.6711088210351117
0 9722 1.5355395822348923
1 420 1.5890602543743992
1 980 0.7718207733431803
1 1701 2.0461901113395946
1 1724 1.3757897056669661
1 3324 2.8101989199003765
1 4422 0.07585612351793417
1 4915 3.487249683395756
1 5203 3.273596955583822
1 6796 0.9702009066385239
1 9408 2.1228954868260757
2 760 2.96020974187207
2 915 2.542631335202306
2 952 0.9557639843027917
2 1190 0.6227260761047348
2 1701 3.9494913459479775
2 2659 4.548428043560472
2 2806 1.699495213707386
2 3181 3.1958902736265404
2 3612 2.3928062668648464
2 3814 3.4960944172552058
2 3990 5.14473178567292
2 4308 0.6328526230957334
2 4647 1.7207723501431131
2 5969 1.5304414614016877
2 6168 4.703140654090333
2 7131 0.6364756234909282
2 7586 0.6386365993269297
3 385 4.976028606170643
3 860 4.289261688317
3 936 0.4335763475503352
3 1541 2.11559943442735
3 1788 5.2388690470055375
3 2087 2.8024516148929677
3 2360 2.1770649324914357
3 5147 3.1847304767708495
3 5895 2.999993779438388
3 6242 3.6753845120391238
3 7532 5.0260487877147675
3 7952 4.322128463335819
3 8658 0.5717998199995689
4 459 4.892938971464569
4 623 1.4433880955628715
4 1064 4.792876872566188
4 2593 2.9006629934935932
4 2977 4.3028975691616775
4 3066 0.26616861430975336
4 4662 0.8155679859540713
4 5183 3.9260161713053403
4 7350 2.1746810693726215
4 9375 1.4299642933386436
5 1130 2.297637740051682
5 2177 1.3923311967885885
5 2756 0.31687473410646677
5 4063 3.0177152563767384
5 4587 3.4816355065029128
5 4653 3.2074146922253592
5 4955 4.065938043569144
5 5838 4.002834256536591
5 7331 1.881017913536185
5 7690 1.9763297118808743
5 8812 1.4194571047507178
5 8817 4.434546416915309
5 9684 0.38098330430798244
6 226 0.35395698367236966
6 319 4.441261316313035
6 3665 1.5440238236577442
6 4075 2.019515696662655
6 4670 0.05249820923039958
6 6328 0.5788398327217131
7 143 1.0320139154766783
7 1422 1.3263129613944968
7 1624 4.547075186479877
7 3817 4.321631191430316
7 4978 5.082410808472679
7 5765 1.784751081027647
7 9436 1.8338295659016557
7 9470 1.4562669467120424
8 379 2.7703240306235433
8 1059 4.365673202876851
8 1829 0.19744604400464924
8 3781 1.489588689272236
8 4592 3.098441686060709
8 5341 4.846733648287652
8 6856 3.0270899786471253
8 7113 0.6969984922338427
8 7182 4.717530345410924
8 7796 1.9791868025177297
8 8123 1.5342950000830191
8 9472 4.236551142326354
8 9829 2.4903258591514534
9 99 4.764437103889886
9 584 3.6656531491012587
9 1647 1.3838851759780495
9 4596 5.250463170099922
9 5120 0.5232833710415407
9 8448 1.2464586165222515
9 8956 1.7624015765393406
10 397 4.588726654756997
10 642 1.3275130638151564
10 1229 2.4854185623027223
10 1962 0.8741310238307046
10 2814 3.7869168957602337
10 4325 3.124228397880444
10 4835 1.225379274967016
10 5046 5.122869812758163
10 6217 4.937055955855876
10 6431 5.2058970975968295
10 7559 1.5863068585231326
10 8473 4.4657876941871955
11 1158 4.358336315282948
11 2537 0.48490801505641573
11 2965 3.9328378274237985
11 2995 0.9369106881112
11 3650 3.6632605986137783
11 3813 2.673347591153596
11 4011 3.4859528989847424
11 4245 4.693415351093507
11 6933 2.1830029492571215
11 7218 4.690228646495778
11 7642 3.195548037194648
11 8318 2.0010370027832596
12 1015 3.5141455352457163
12 3991 3.2950948820167976
12 5859 0.026091951335810885
12 6196 4.427092779572321
12 6653 4.307991235570757
12 6985 3.3104308118533736
12 7175 2.7317352539401316
12 8209 2.1766579036580347
12 9132 1.017376568196431
13 99 4.189796526101372
13 134 1.168405157680542
13 291 1.9366089371341304
13 734 1.4183372839381143
13 1061 3.5496319027662806
13 1393 1.492195736811847
13 2312 0.9836402984910296
13 2748 4.544781215692028
13 2862 4.842575231318199
13 3597 2.696247301515387
13 4326 2.216355819962874
13 4974 4.303238700250657
13 6725 0.06948883333151186
13 8462 3.3207656528886806
13 8673 0.8102804516299966
13 8675 3.9467561944539145
13 9891 2.6502752492310533
14 456 2.791372501128644
14 1636 0.6880555315087364
14 4493 4.347849217829808
14 8298 2.6909006668310007
14 9574 5.114822497264808
15 319 0.7420039581831791
15 739 2.2492571650422954
15 2190 0.5958328804145554
15 2904 1.5324113989985575
15 4502 0.05904579022186603
15 5059 4.561106765268763
15 5194 2.159879355909254
15 6203 1.0789515928998832
15 6718 3.9882389111315755
15 8246 3.7252094050069595
16 168 2.432110857731036
16 184 3.258566956920358
16 787 1.348645071778572
16 979 1.336379620705816
16 1180 1.0559799391973392
16 1457 4.501906354329797
16 1683 1.723937783671175
16 1967 1.7966958062922087
16 4956 1.0569151344295096
16 7003 4.049176094732691
16 7360 4.808554270123692
16 8382 0.7226097942235247
16 8672 4.608863033516254
17 80 3.6745857602452645
17 987 4.660690131435137
17 2059 1.464696882014662
17 2573 3.3699737089859907
17 4513 3.224954932689005
17 5193 0.24266433575805876
17 5967 4.369902049942056
17 7674 3.4597442543240176
17 9517 0.1411385276235529
18 174 2.3976141001825346
18 1272 1.4531145623721948
18 4309 4.67574276273819
18 5372 2.1531631201671453
18 6259 3.3374476678405465
19 118 0.901537682440758
19 138 0.17898766980242894
19 219 1.3730052091952636
19 979 0.8429969261377017
19 1427 0.9224157755512251
19 2278 2.8717776402376898
19 2566 5.247377623781562
19 4196 1.8577400483045414
19 4375 2.703656749337004
19 4585 2.894777710220648
19 7999 4.831088818199462
19 9114 0.9529932411114341
20 1491 0.5683433023129338
20 3767 0.34619630817815117
20 4535 1.8839624924998326
20 4581 0.9832169762873185
20 5283 1.3623581272269765
20 6782 4.324173065034952
20 8608 2.08444567142676
20 9110 0.5088053334565746
21 1920 1.079818015385259
21 2469 2.401199017075642
21 2484 4.961691900787712
21 2541 2.6351619639502766
21 3117 1.0000354899735804
21 3840 3.8127864206664484
21 5222 1.9400630656469062
